Date,CoffeeFutures
2008-10-23,1.9950000047683716
2008-10-24,1.965000033378601
2008-10-27,1.9550000429153442
2008-10-28,1.972000002861023
2008-10-29,1.9630000591278076
2008-10-30,1.965000033378601
2008-10-31,1.965000033378601
2008-11-03,2.0
2008-11-04,2.005000114440918
2008-11-05,2.0250000953674316
2008-11-06,2.0350000858306885
2008-11-07,1.9800000190734863
2008-11-10,1.9900000095367432
2008-11-11,2.012500047683716
2008-11-12,2.005000114440918
2008-11-13,2.0350000858306885
2008-11-14,1.9850000143051147
2008-11-17,1.9900000095367432
2008-11-18,1.9600000381469727
2008-11-19,1.899999976158142
2008-11-20,1.9550000429153442
2008-11-21,1.9299999475479126
2008-11-24,1.909999966621399
2008-11-25,1.909999966621399
2008-11-26,1.9299999475479126
2008-11-27,1.9299999475479126
2008-11-28,1.9700000286102295
2008-12-01,1.9800000190734863
2008-12-02,1.9600000381469727
2008-12-03,1.909999966621399
2008-12-04,1.8700000047683716
2008-12-05,1.8300000429153442
2008-12-08,1.8049999475479126
2008-12-09,1.809999942779541
2008-12-10,1.8300000429153442
2008-12-11,1.8450000286102295
2008-12-12,1.8259999752044678
2008-12-15,1.8259999752044678
2008-12-16,1.7699999809265137
2008-12-17,1.7350000143051147
2008-12-18,1.6799999475479126
2008-12-19,1.649999976158142
2008-12-22,1.7050000429153442
2008-12-23,1.6859999895095825
2008-12-29,1.6699999570846558
2008-12-30,1.6399999856948853
2009-01-02,1.7339999675750732
2009-01-05,1.7100000381469727
2009-01-06,1.8320000171661377
2009-01-07,1.8309999704360962
2009-01-08,1.8370000123977661
2009-01-09,1.8949999809265137
2009-01-12,1.909999966621399
2009-01-13,1.8940000534057617
2009-01-14,1.8899999856948853
2009-01-15,1.8849999904632568
2009-01-16,1.909999966621399
2009-01-19,1.909999966621399
2009-01-20,1.9450000524520874
2009-01-21,1.9299999475479126
2009-01-22,1.9759999513626099
2009-01-23,2.0199999809265137
2009-01-26,1.9910000562667847
2009-01-27,2.0
2009-01-28,2.005000114440918
2009-01-29,2.0320000648498535
2009-01-30,2.0439999103546143
2009-02-02,2.015000104904175
2009-02-03,1.9900000095367432
2009-02-04,1.9950000047683716
2009-02-05,1.9450000524520874
2009-02-06,2.0350000858306885
2009-02-09,2.0250000953674316
2009-02-10,2.0250000953674316
2009-02-11,1.9850000143051147
2009-02-12,1.9049999713897705
2009-02-13,1.8949999809265137
2009-02-16,1.9459999799728394
2009-02-17,1.9249999523162842
2009-02-18,1.9149999618530273
2009-02-19,1.8899999856948853
2009-02-20,1.8949999809265137
2009-02-23,1.8630000352859497
2009-02-24,1.8700000047683716
2009-02-25,1.8899999856948853
2009-02-26,1.909000039100647
2009-02-27,1.875
2009-03-02,1.840000033378601
2009-03-03,1.7999999523162842
2009-03-04,1.8300000429153442
2009-03-05,1.850000023841858
2009-03-06,1.809999942779541
2009-03-09,1.7929999828338623
2009-03-10,1.784999966621399
2009-03-11,1.7899999618530273
2009-03-12,1.7899999618530273
2009-03-13,1.8309999704360962
2009-03-16,1.809999942779541
2009-03-17,1.8300000429153442
2009-03-18,1.8339999914169312
2009-03-19,1.8339999914169312
2009-03-20,1.840999960899353
2009-03-23,1.8350000381469727
2009-03-24,1.840000033378601
2009-03-25,1.8300000429153442
2009-03-26,1.8550000190734863
2009-03-27,1.8550000190734863
2009-03-30,1.8450000286102295
2009-03-31,1.8200000524520874
2009-04-01,1.850000023841858
2009-04-02,1.8550000190734863
2009-04-03,1.8550000190734863
2009-04-06,1.875
2009-04-07,1.8700000047683716
2009-04-08,1.8700000047683716
2009-04-09,1.909999966621399
2009-04-14,1.8550000190734863
2009-04-15,1.850000023841858
2009-04-16,1.8650000095367432
2009-04-17,1.8200000524520874
2009-04-20,1.8450000286102295
2009-04-21,1.8450000286102295
2009-04-22,1.8250000476837158
2009-04-23,1.8940000534057617
2009-04-24,1.8600000143051147
2009-04-27,1.8600000143051147
2009-04-28,1.850000023841858
2009-04-29,1.8300000429153442
2009-04-30,1.809999942779541
2009-05-04,1.902999997138977
2009-05-05,1.934999942779541
2009-05-06,1.9600000381469727
2009-05-07,1.934999942779541
2009-05-08,1.934999942779541
2009-05-11,1.975000023841858
2009-05-12,1.9600000381469727
2009-05-13,1.9459999799728394
2009-05-14,1.934999942779541
2009-05-15,1.9800000190734863
2009-05-18,2.009000062942505
2009-05-19,2.009999990463257
2009-05-20,2.0250000953674316
2009-05-21,2.0250000953674316
2009-05-22,2.0420000553131104
2009-05-25,2.0199999809265137
2009-05-26,1.9880000352859497
2009-05-27,2.059999942779541
2009-05-28,2.0199999809265137
2009-05-29,2.0399999618530273
2009-06-01,2.0799999237060547
2009-06-02,2.075000047683716
2009-06-03,2.055000066757202
2009-06-04,2.0350000858306885
2009-06-05,2.0199999809265137
2009-06-08,1.9520000219345093
2009-06-09,1.9700000286102295
2009-06-10,1.9429999589920044
2009-06-11,1.9450000524520874
2009-06-12,1.9329999685287476
2009-06-15,1.875
2009-06-16,1.850000023841858
2009-06-17,1.8200000524520874
2009-06-18,1.8049999475479126
2009-06-19,1.7790000438690186
2009-06-22,1.781000018119812
2009-06-23,1.7400000095367432
2009-06-24,1.7649999856948853
2009-06-25,1.7640000581741333
2009-06-26,1.7640000581741333
2009-06-29,1.7630000114440918
2009-06-30,1.75
2009-07-01,1.753000020980835
2009-07-02,1.7410000562667847
2009-07-03,1.7450000047683716
2009-07-06,1.7450000047683716
2009-07-07,1.7280000448226929
2009-07-08,1.7380000352859497
2009-07-09,1.7350000143051147
2009-07-10,1.6929999589920044
2009-07-13,1.684999942779541
2009-07-14,1.7120000123977661
2009-07-15,1.7050000429153442
2009-07-16,1.690000057220459
2009-07-17,1.7050000429153442
2009-07-20,1.7400000095367432
2009-07-21,1.7799999713897705
2009-07-22,1.7300000190734863
2009-07-23,1.784999966621399
2009-07-24,1.809999942779541
2009-07-27,1.7970000505447388
2009-07-28,1.7929999828338623
2009-07-29,1.7879999876022339
2009-07-30,1.8329999446868896
2009-07-31,1.8289999961853027
2009-08-03,1.8650000095367432
2009-08-04,1.8899999856948853
2009-08-05,1.8930000066757202
2009-08-06,1.9049999713897705
2009-08-07,1.9670000076293945
2009-08-10,1.9780000448226929
2009-08-11,1.9589999914169312
2009-08-12,1.9709999561309814
2009-08-13,1.9149999618530273
2009-08-14,1.8700000047683716
2009-08-17,1.8300000429153442
2009-08-18,1.8279999494552612
2009-08-19,1.8079999685287476
2009-08-20,1.784999966621399
2009-08-21,1.7669999599456787
2009-08-24,1.7280000448226929
2009-08-25,1.7209999561309814
2009-08-26,1.7050000429153442
2009-08-27,1.7120000123977661
2009-08-28,1.715000033378601
2009-08-31,1.7020000219345093
2009-09-01,1.7020000219345093
2009-09-02,1.7100000381469727
2009-09-03,1.6959999799728394
2009-09-04,1.7200000286102295
2009-09-07,1.7480000257492065
2009-09-08,1.7480000257492065
2009-09-09,1.7350000143051147
2009-09-10,1.7120000123977661
2009-09-11,1.75
2009-09-14,1.7949999570846558
2009-09-15,1.809999942779541
2009-09-16,1.8300000429153442
2009-09-17,1.8600000143051147
2009-09-18,1.8550000190734863
2009-09-21,1.8559999465942383
2009-09-22,1.8600000143051147
2009-09-23,1.8420000076293945
2009-09-24,1.8420000076293945
2009-09-25,1.7649999856948853
2009-09-28,1.75
2009-09-29,1.7450000047683716
2009-09-30,1.7300000190734863
2009-10-01,1.7599999904632568
2009-10-02,1.7649999856948853
2009-10-05,1.7799999713897705
2009-10-06,1.8179999589920044
2009-10-07,1.8339999914169312
2009-10-08,1.8339999914169312
2009-10-09,1.8799999952316284
2009-10-12,1.8639999628067017
2009-10-13,1.8639999628067017
2009-10-14,1.8600000143051147
2009-10-15,1.8450000286102295
2009-10-16,1.899999976158142
2009-10-19,1.9049999713897705
2009-10-20,1.8910000324249268
2009-10-21,1.8910000324249268
2009-10-22,1.9019999504089355
2009-10-23,1.8250000476837158
2009-10-26,1.8289999961853027
2009-10-27,1.843000054359436
2009-10-28,1.8200000524520874
2009-10-29,1.8200000524520874
2009-10-30,1.8300000429153442
2009-11-02,1.8899999856948853
2009-11-03,1.9149999618530273
2009-11-04,1.9010000228881836
2009-11-05,1.9140000343322754
2009-11-06,1.8899999856948853
2009-11-09,1.899999976158142
2009-11-10,1.809999942779541
2009-11-11,1.8049999475479126
2009-11-12,1.774999976158142
2009-11-13,1.7699999809265137
2009-11-16,1.7719999551773071
2009-11-17,1.8220000267028809
2009-11-18,1.8420000076293945
2009-11-19,1.8420000076293945
2009-11-20,1.7899999618530273
2009-11-23,1.809999942779541
2009-11-24,1.784999966621399
2009-11-25,1.7999999523162842
2009-11-26,1.815000057220459
2009-11-27,1.8029999732971191
2009-11-30,1.843000054359436
2009-12-01,1.8669999837875366
2009-12-02,1.8650000095367432
2009-12-03,1.8760000467300415
2009-12-04,1.871000051498413
2009-12-07,1.8930000066757202
2009-12-08,1.9160000085830688
2009-12-09,1.934999942779541
2009-12-10,1.8980000019073486
2009-12-11,1.9149999618530273
2009-12-14,1.9479999542236328
2009-12-15,1.9869999885559082
2009-12-16,1.99399995803833
2009-12-17,1.9980000257492065
2009-12-18,1.975000023841858
2009-12-21,1.9980000257492065
2009-12-22,1.9520000219345093
2009-12-23,1.940000057220459
2009-12-28,1.8650000095367432
2009-12-29,1.8700000047683716
2009-12-30,1.8660000562667847
2010-01-04,1.9079999923706055
2010-01-05,1.9249999523162842
2010-01-06,1.9199999570846558
2010-01-07,1.934999942779541
2010-01-08,1.9709999561309814
2010-01-11,1.9709999561309814
2010-01-12,1.9429999589920044
2010-01-13,1.9450000524520874
2010-01-14,1.9509999752044678
2010-01-15,1.9199999570846558
2010-01-18,1.9199999570846558
2010-01-19,1.9299999475479126
2010-01-20,1.940999984741211
2010-01-21,1.9210000038146973
2010-01-22,1.9129999876022339
2010-01-25,1.9279999732971191
2010-01-26,1.9129999876022339
2010-01-27,1.8650000095367432
2010-01-28,1.8660000562667847
2010-01-29,1.8660000562667847
2010-02-01,1.8450000286102295
2010-02-02,1.8630000352859497
2010-02-03,1.8700000047683716
2010-02-04,1.8669999837875366
2010-02-05,1.871000051498413
2010-02-08,1.850000023841858
2010-02-09,1.850000023841858
2010-02-10,1.850000023841858
2010-02-11,1.8899999856948853
2010-02-12,1.875
2010-02-15,1.902999997138977
2010-02-16,1.9079999923706055
2010-02-17,1.899999976158142
2010-02-18,1.9299999475479126
2010-02-19,1.9359999895095825
2010-02-22,1.8760000467300415
2010-02-23,1.878000020980835
2010-02-24,1.8830000162124634
2010-02-25,1.8509999513626099
2010-02-26,1.8509999513626099
2010-03-01,1.878999948501587
2010-03-02,1.878999948501587
2010-03-03,1.8559999465942383
2010-03-04,1.840000033378601
2010-03-05,1.8480000495910645
2010-03-08,1.843999981880188
2010-03-09,1.8940000534057617
2010-03-10,1.878000020980835
2010-03-11,1.8830000162124634
2010-03-12,1.8819999694824219
2010-03-15,1.843000054359436
2010-03-16,1.8600000143051147
2010-03-17,1.8650000095367432
2010-03-18,1.9149999618530273
2010-03-19,1.9199999570846558
2010-03-22,1.8949999809265137
2010-03-23,1.909999966621399
2010-03-24,1.930999994277954
2010-03-25,1.9579999446868896
2010-03-26,1.965000033378601
2010-03-29,1.975000023841858
2010-03-30,1.9780000448226929
2010-03-31,1.9299999475479126
2010-04-01,1.9539999961853027
2010-04-06,1.9989999532699585
2010-04-07,1.9950000047683716
2010-04-08,1.9500000476837158
2010-04-09,1.9199999570846558
2010-04-12,1.8930000066757202
2010-04-13,1.8799999952316284
2010-04-14,1.8639999628067017
2010-04-15,1.86899995803833
2010-04-16,1.875
2010-04-19,1.8480000495910645
2010-04-20,1.8530000448226929
2010-04-21,1.8530000448226929
2010-04-22,1.8700000047683716
2010-04-23,1.8860000371932983
2010-04-26,1.8919999599456787
2010-04-27,1.8669999837875366
2010-04-28,1.9249999523162842
2010-04-29,1.9249999523162842
2010-04-30,1.9210000038146973
2010-05-03,1.9819999933242798
2010-05-04,1.996000051498413
2010-05-05,2.0174999237060547
2010-05-06,2.0250000953674316
2010-05-07,2.0
2010-05-10,1.9769999980926514
2010-05-11,2.0325000286102295
2010-05-12,2.069999933242798
2010-05-13,2.067500114440918
2010-05-14,2.049999952316284
2010-05-17,2.055000066757202
2010-05-18,2.065000057220459
2010-05-19,2.0399999618530273
2010-05-20,2.015000104904175
2010-05-21,1.9980000257492065
2010-05-24,2.0250000953674316
2010-05-25,2.0399999618530273
2010-05-26,2.055000066757202
2010-05-27,2.075000047683716
2010-05-28,2.0799999237060547
2010-05-31,2.065000057220459
2010-06-01,2.1075000762939453
2010-06-02,2.115000009536743
2010-06-03,2.1050000190734863
2010-06-04,2.122499942779541
2010-06-07,2.1075000762939453
2010-06-08,2.115000009536743
2010-06-09,2.1075000762939453
2010-06-10,2.137500047683716
2010-06-11,2.262500047683716
2010-06-14,2.262500047683716
2010-06-15,2.4075000286102295
2010-06-16,2.430000066757202
2010-06-17,2.4100000858306885
2010-06-18,2.4549999237060547
2010-06-21,2.4725000858306885
2010-06-22,2.4649999141693115
2010-06-23,2.452500104904175
2010-06-24,2.509999990463257
2010-06-25,2.547499895095825
2010-06-28,2.5625
2010-06-29,2.5174999237060547
2010-06-30,2.494999885559082
2010-07-01,2.515000104904175
2010-07-02,2.4674999713897705
2010-07-05,2.4674999713897705
2010-07-06,2.377500057220459
2010-07-07,2.3975000381469727
2010-07-08,2.387500047683716
2010-07-09,2.442500114440918
2010-07-12,2.424999952316284
2010-07-13,2.4375
2010-07-14,2.422499895095825
2010-07-15,2.4375
2010-07-16,2.427500009536743
2010-07-19,2.380000114440918
2010-07-20,2.3575000762939453
2010-07-21,2.3375000953674316
2010-07-22,2.3350000381469727
2010-07-23,2.4149999618530273
2010-07-26,2.4149999618530273
2010-07-27,2.365000009536743
2010-07-28,2.375
2010-07-29,2.442500114440918
2010-07-30,2.5274999141693115
2010-08-02,2.4649999141693115
2010-08-03,2.3924999237060547
2010-08-04,2.377500057220459
2010-08-05,2.424999952316284
2010-08-06,2.380000114440918
2010-08-09,2.369999885559082
2010-08-10,2.4375
2010-08-11,2.487499952316284
2010-08-12,2.5350000858306885
2010-08-13,2.5975000858306885
2010-08-16,2.622499942779541
2010-08-17,2.6024999618530273
2010-08-18,2.5850000381469727
2010-08-19,2.5824999809265137
2010-08-20,2.700000047683716
2010-08-23,2.682499885559082
2010-08-24,2.682499885559082
2010-08-25,2.4600000381469727
2010-08-26,2.4700000286102295
2010-08-27,2.6075000762939453
2010-08-30,2.6624999046325684
2010-08-31,2.6624999046325684
2010-09-01,2.630000114440918
2010-09-02,2.690000057220459
2010-09-03,2.692500114440918
2010-09-06,2.674999952316284
2010-09-07,2.7174999713897705
2010-09-08,2.809999942779541
2010-09-09,2.809999942779541
2010-09-10,2.809999942779541
2010-09-13,2.75
2010-09-14,2.7699999809265137
2010-09-15,2.7699999809265137
2010-09-16,2.752500057220459
2010-09-17,2.690000057220459
2010-09-20,2.612499952316284
2010-09-21,2.609999895095825
2010-09-22,2.5225000381469727
2010-09-23,2.512500047683716
2010-09-24,2.494999885559082
2010-09-27,2.4825000762939453
2010-09-28,2.5225000381469727
2010-09-29,2.512500047683716
2010-09-30,2.4649999141693115
2010-10-01,2.4700000286102295
2010-10-04,2.384999990463257
2010-10-05,2.3424999713897705
2010-10-06,2.359999895095825
2010-10-07,2.3324999809265137
2010-10-08,2.387500047683716
2010-10-11,2.390000104904175
2010-10-12,2.4700000286102295
2010-10-13,2.484999895095825
2010-10-14,2.4600000381469727
2010-10-15,2.447499990463257
2010-10-18,2.4749999046325684
2010-10-19,2.549999952316284
2010-10-20,2.5975000858306885
2010-10-21,2.6675000190734863
2010-10-22,2.6700000762939453
2010-10-25,2.6575000286102295
2010-10-26,2.692500114440918
2010-10-27,2.7125000953674316
2010-10-28,2.6500000953674316
2010-10-29,2.680000066757202
2010-11-01,2.6600000858306885
2010-11-02,2.625
2010-11-03,2.569999933242798
2010-11-04,2.6700000762939453
2010-11-05,2.690000057220459
2010-11-08,2.7774999141693115
2010-11-09,2.859999895095825
2010-11-10,2.869999885559082
2010-11-11,2.802500009536743
2010-11-12,2.747499942779541
2010-11-15,2.755000114440918
2010-11-16,2.7325000762939453
2010-11-17,2.7325000762939453
2010-11-18,2.809999942779541
2010-11-19,2.815000057220459
2010-11-22,2.7950000762939453
2010-11-23,2.797499895095825
2010-11-24,2.8399999141693115
2010-11-25,2.8550000190734863
2010-11-26,2.8399999141693115
2010-11-29,2.822499990463257
2010-11-30,2.822499990463257
2010-12-01,2.819999933242798
2010-12-02,2.815000057220459
2010-12-03,2.8125
2010-12-06,2.875
2010-12-07,2.865000009536743
2010-12-08,2.805000066757202
2010-12-09,2.8475000858306885
2010-12-10,2.884999990463257
2010-12-13,2.9574999809265137
2010-12-14,2.9574999809265137
2010-12-15,3.0
2010-12-16,2.9825000762939453
2010-12-17,3.0799999237060547
2010-12-20,3.137500047683716
2010-12-21,3.242500066757202
2010-12-22,3.247499942779541
2010-12-23,3.255000114440918
2010-12-27,3.2674999237060547
2010-12-28,3.319999933242798
2010-12-29,3.3299999237060547
2010-12-30,3.262500047683716
2011-01-03,3.297499895095825
2011-01-04,3.244999885559082
2011-01-05,3.2699999809265137
2011-01-06,3.2899999618530273
2011-01-07,3.2899999618530273
2011-01-10,3.302500009536743
2011-01-11,3.302500009536743
2011-01-12,3.380000114440918
2011-01-13,3.2825000286102295
2011-01-14,3.2125000953674316
2011-01-17,3.2300000190734863
2011-01-18,3.2174999713897705
2011-01-19,3.174999952316284
2011-01-20,3.132499933242798
2011-01-21,3.2149999141693115
2011-01-24,3.172499895095825
2011-01-25,3.140000104904175
2011-01-26,3.172499895095825
2011-01-27,3.1524999141693115
2011-01-28,3.265000104904175
2011-01-31,3.265000104904175
2011-02-01,3.2699999809265137
2011-02-02,3.302500009536743
2011-02-03,3.375
2011-02-04,3.3575000762939453
2011-02-07,3.387500047683716
2011-02-08,3.325000047683716
2011-02-09,3.369999885559082
2011-02-10,3.3975000381469727
2011-02-11,3.424999952316284
2011-02-14,3.492500066757202
2011-02-15,3.547499895095825
2011-02-16,3.509999990463257
2011-02-17,3.5174999237060547
2011-02-18,3.637500047683716
2011-02-21,3.6449999809265137
2011-02-22,3.6500000953674316
2011-02-23,3.567500114440918
2011-02-24,3.484999895095825
2011-02-25,3.505000114440918
2011-02-28,3.5875000953674316
2011-03-01,3.559999942779541
2011-03-02,3.497499942779541
2011-03-03,3.557499885559082
2011-03-04,3.5399999618530273
2011-03-07,3.622499942779541
2011-03-08,3.6875
2011-03-09,3.817500114440918
2011-03-10,3.755000114440918
2011-03-11,3.5899999141693115
2011-03-14,3.5250000953674316
2011-03-15,3.4075000286102295
2011-03-16,3.4749999046325684
2011-03-17,3.505000114440918
2011-03-18,3.509999990463257
2011-03-21,3.5374999046325684
2011-03-22,3.444999933242798
2011-03-23,3.452500104904175
2011-03-24,3.372499942779541
2011-03-25,3.432499885559082
2011-03-28,3.3949999809265137
2011-03-29,3.365000009536743
2011-03-30,3.384999990463257
2011-03-31,3.3575000762939453
2011-04-01,3.3399999141693115
2011-04-04,3.299999952316284
2011-04-05,3.262500047683716
2011-04-06,3.3499999046325684
2011-04-07,3.442500114440918
2011-04-08,3.450000047683716
2011-04-11,3.440000057220459
2011-04-12,3.3975000381469727
2011-04-13,3.490000009536743
2011-04-14,3.5399999618530273
2011-04-15,3.5850000381469727
2011-04-18,3.622499942779541
2011-04-19,3.6575000286102295
2011-04-20,3.692500114440918
2011-04-21,3.632499933242798
2011-04-26,3.615000009536743
2011-04-27,3.5975000858306885
2011-04-28,3.6024999618530273
2011-04-29,3.5999999046325684
2011-05-02,3.6675000190734863
2011-05-03,3.690000057220459
2011-05-04,3.515000104904175
2011-05-05,3.497499942779541
2011-05-06,3.5975000858306885
2011-05-09,3.619999885559082
2011-05-10,3.572499990463257
2011-05-11,3.4600000381469727
2011-05-12,3.4549999237060547
2011-05-13,3.444999933242798
2011-05-16,3.365000009536743
2011-05-17,3.365000009536743
2011-05-18,3.390000104904175
2011-05-19,3.3299999237060547
2011-05-20,3.2674999237060547
2011-05-23,3.325000047683716
2011-05-24,3.327500104904175
2011-05-25,3.390000104904175
2011-05-26,3.3450000286102295
2011-05-27,3.315000057220459
2011-05-30,3.302500009536743
2011-05-31,3.302500009536743
2011-06-01,3.2049999237060547
2011-06-02,3.1700000762939453
2011-06-03,3.2925000190734863
2011-06-06,3.2200000286102295
2011-06-07,3.2100000381469727
2011-06-08,3.2100000381469727
2011-06-09,3.2699999809265137
2011-06-10,3.255000114440918
2011-06-13,3.3324999809265137
2011-06-14,3.297499895095825
2011-06-15,3.3399999141693115
2011-06-16,3.2674999237060547
2011-06-17,3.1549999713897705
2011-06-20,3.077500104904175
2011-06-21,3.067500114440918
2011-06-22,3.0274999141693115
2011-06-23,3.0225000381469727
2011-06-24,3.0924999713897705
2011-06-27,3.0975000858306885
2011-06-28,3.1475000381469727
2011-06-29,3.134999990463257
2011-06-30,3.202500104904175
2011-07-01,3.1700000762939453
2011-07-04,3.2049999237060547
2011-07-05,3.252500057220459
2011-07-06,3.302500009536743
2011-07-07,3.319999933242798
2011-07-08,3.2825000286102295
2011-07-11,3.2325000762939453
2011-07-12,3.237499952316284
2011-07-13,3.2825000286102295
2011-07-14,3.2200000286102295
2011-07-15,3.172499895095825
2011-07-19,3.069999933242798
